id,lat,lon,diam,depth
11-014334,25.68,-27.385,1.1,0.0
11-014335,24.786,-6.511,1.1,0.0
11-014336,10.678,-17.61,1.1,0.0
11-014338,0.172,-8.154,1.1,0.0
11-014339,1.228,-2.523,1.1,0.0
11-014340,23.407,-3.092,1.1,0.0
11-014341,29.98,-13.776,1.1,0.0
11-014342,9.714,-24.17,1.1,0.0
11-014344,27.437,-13.341,1.1,0.0
11-014345,4.893,-4.245,1.1,0.0
11-014346,8.28,-27.326,1.1,0.0
11-014347,18.636,-15.043,1.1,0.0
11-014349,19.665,-23.341,1.1,0.0
11-014350,21.818,-23.283,1.1,0.0
11-014351,27.573,-12.89,1.1,0.0
11-014352,24.335,-21.185,1.1,0.0
11-014354,4.805,-22.802,1.1,0.0
11-014355,9.183,-22.478,1.1,0.0
11-014356,7.175,-15.105,1.1,0.0
11-014357,14.365,-0.566,1.1,0.0
11-014362,28.817,-14.94,1.1,0.0
11-014366,17.862,-15.407,1.1,0.0
11-014367,25.624,-10.713,1.1,0.0
11-014368,8.158,-6.267,1.1,0.0
11-014369,6.054,-11.733,1.1,0.0
11-014370,8.398,-13.027,1.1,0.0
11-014371,18.239,-24.115,1.1,0.0
11-014372,9.79,-17.54,1.1,0.0
11-014374,18.817,-14.87,1.1,0.0
11-014375,27.392,-22.299,1.1,0.0
11-014376,0.655,-2.542,1.1,0.0
11-014378,11.546,-26.456,1.1,0.0
11-014379,6.408,-12.167,1.1,0.0
11-014380,18.787,-1.92,1.1,0.0
11-014383,27.259,-14.091,1.1,0.0
11-014384,16.289,-21.075,1.1,0.0
11-014385,14.18,-3.018,1.1,0.0
11-014386,29.914,-0.427,1.1,0.0
11-014388,16.017,-7.378,1.1,0.0
11-014390,22.303,-25.027,1.1,0.0
11-014391,26.919,-12.943,1.1,0.0
11-014393,17.832,-25.928,1.1,0.0
11-014395,25.602,-21.069,1.1,0.0
11-014396,23.979,-0.519,1.1,0.0
11-014397,24.387,-5.181,1.1,0.0
11-014398,29.743,-8.752,1.1,0.0
11-014400,27.556,-22.999,1.1,0.0
11-014401,9.931,-14.713,1.1,0.0
11-014402,13.524,-4.706,1.1,0.0
11-014403,28.556,-0.545,1.1,0.0
11-014404,21.715,-15.506,1.1,0.0
11-014405,29.536,-27.14,1.1,0.0
11-014406,22.908,-3.559,1.1,0.0
11-014409,23.45,-15.536,1.1,0.0
11-014410,28.606,-25.766,1.1,0.0
11-014412,2.701,-3.459,1.1,0.0
11-014413,28.189,-2.671,1.1,0.0
11-014416,11.496,-13.152,1.1,0.0
11-014418,21.908,-22.856,1.1,0.0
11-014419,22.26,-22.678,1.1,0.0
11-014420,11.373,-19.562,1.1,0.0
11-014421,21.98,-2.651,1.1,0.0
11-014422,27.613,-2.785,1.1,0.0
11-014423,4.738,-18.983,1.1,0.0
11-014424,18.371,-13.73,1.1,0.0
11-014426,11.78,-18.723,1.1,0.0
11-014427,21.129,-6.081,1.1,0.0
11-014428,5.992,-21.487,1.1,0.0
11-014429,28.592,-9.643,1.1,0.0
11-014430,24.491,-14.793,1.1,0.0
11-014431,29.987,-13.28,1.1,0.0
11-014432,25.237,-12.16,1.1,0.0
11-014434,3.846,-1.436,1.1,0.0
11-014435,13.186,-10.96,1.1,0.0
11-014436,17.35,-4.302,1.1,0.0
11-014438,18.09,-28.008,1.1,0.0
11-014439,26.714,-10.436,1.1,0.0
11-014442,26.441,-8.505,1.09,0.0
11-014443,26.629,-0.372,1.09,0.0
11-014444,27.802,-5.809,1.09,0.0
11-014445,18.446,-25.558,1.09,0.0
11-014446,3.704,-28.677,1.09,0.0
11-014447,24.421,-22.371,1.09,0.0
11-014448,18.447,-19.793,1.09,0.0
11-014449,12.208,-20.181,1.09,0.0
11-014451,9.725,-1.544,1.09,0.0
11-014453,25.814,-6.501,1.09,0.0
11-014454,23.212,-8.718,1.09,0.0
11-014455,7.395,-5.539,1.09,0.0
11-014457,27.65,-15.948,1.09,0.0
11-014461,14.774,-2.019,1.09,0.0
11-014464,7.039,-12.412,1.09,0.0
11-014465,27.548,-28.021,1.09,0.0
11-014466,13.28,-9.749,1.09,0.0
11-014467,20.664,-4.587,1.09,0.0
11-014468,16.557,-12.731,1.09,0.0
11-014470,17.419,-12.883,1.09,0.0
11-014472,23.632,-15.971,1.09,0.0
11-014475,2.233,-25.607,1.09,0.0
11-014477,3.402,-4.676,1.09,0.0
11-014479,9.099,-1.639,1.09,0.0
11-014480,24.767,-4.034,1.09,0.0
11-014481,4.995,-23.346,1.09,0.0
11-014482,12.091,-22.341,1.09,0.0
11-014483,7.909,-17.259,1.09,0.0
11-014484,29.537,-29.388,1.09,0.0
11-014485,19.311,-12.763,1.09,0.0
11-014487,11.339,-12.884,1.09,0.0
11-014488,14.361,-0.532,1.09,0.0
11-014489,27.496,-16.032,1.09,0.0
11-014491,16.063,-19.5,1.09,0.0
11-014492,13.145,-15.577,1.09,0.0
11-014493,14.733,-24.984,1.09,0.0
11-014495,11.924,-18.682,1.09,0.0
11-014496,23.429,-12.709,1.09,0.0
11-014497,16.255,-5.049,1.09,0.0
11-014498,12.262,-13.253,1.09,0.0
11-014499,5.806,-22.582,1.09,0.0
11-014502,10.268,-5.105,1.09,0.0
11-014504,20.094,-7.048,1.09,0.0
11-014505,23.003,-12.112,1.09,0.0
11-014506,0.235,-24.34,1.09,0.0
11-014507,28.163,-16.697,1.09,0.0
11-014508,24.675,-25.145,1.09,0.0
11-014509,19.178,-24.214,1.09,0.0
11-014511,19.758,-5.754,1.09,0.0
11-014514,12.153,-16.86,1.09,0.0
11-014515,7.549,-17.259,1.09,0.0
11-014516,21.186,-25.088,1.09,0.0
11-014517,22.157,-22.571,1.09,0.0
11-014518,14.846,-1.284,1.09,0.0
11-014520,25.149,-22.209,1.09,0.0
11-014521,19.959,-1.96,1.09,0.0
11-014522,17.13,-10.015,1.09,0.0
11-014523,9.138,-18.479,1.09,0.0
11-014525,16.28,-24.661,1.09,0.0
11-014527,5.24,-23.314,1.09,0.0
11-014528,10.793,-15.21,1.09,0.0
11-014529,2.631,-13.79,1.09,0.0
11-014532,21.314,-21.175,1.09,0.0
11-014533,0.102,-27.521,1.09,0.0
11-014534,18.941,-23.154,1.09,0.0
11-014535,26.143,-18.828,1.09,0.0
11-014539,27.86,-6.803,1.09,0.0
11-014540,15.41,-16.732,1.09,0.0
11-014542,2.931,-1.016,1.09,0.0
11-014543,20.834,-5.05,1.09,0.0
11-014544,29.202,-12.875,1.09,0.0
11-014545,3.859,-18.461,1.09,0.0
11-014547,23.28,-5.525,1.09,0.0
11-014548,13.634,-20.902,1.09,0.0
11-014549,19.369,-0.374,1.09,0.0
11-014550,1.25,-21.72,1.09,0.0
11-014551,10.492,-4.56,1.09,0.0
11-014552,23.918,-9.19,1.09,0.0
11-014554,20.185,-5.251,1.09,0.0
11-014555,16.372,-0.325,1.09,0.0
11-014556,15.933,-16.861,1.09,0.0
11-014557,19.502,-6.82,1.09,0.0
11-014558,12.997,-10.444,1.09,0.0
11-014559,17.448,-17.593,1.09,0.0
11-014560,11.568,-19.937,1.09,0.0
11-014561,16.129,-29.207,1.09,0.0
11-014562,22.899,-8.609,1.09,0.0
11-014563,12.956,-21.698,1.09,0.0
11-014564,11.504,-14.601,1.09,0.0
11-014565,1.352,-12.505,1.09,0.0
11-014566,28.203,-0.482,1.09,0.0
11-014567,8.021,-16.691,1.09,0.0
11-014568,1.482,-12.403,1.09,0.0
11-014569,26.085,-8.104,1.09,0.0
11-014571,0.511,-10.767,1.09,0.0
11-014573,20.434,-20.064,1.09,0.0
11-014576,5.882,-17.18,1.09,0.0
11-014579,19.211,-5.717,1.09,0.0
11-014580,14.883,-25.282,1.09,0.0
11-014582,7.962,-20.532,1.09,0.0
11-014583,13.595,-16.414,1.09,0.0
11-014584,4.278,-8.669,1.09,0.0
11-014586,12.849,-18.017,1.09,0.0
11-014587,3.513,-18.259,1.09,0.0
11-014588,22.356,-28.375,1.09,0.0
11-014589,21.51,-5.591,1.09,0.0
11-014590,9.333,-3.336,1.09,0.0
11-014592,1.06,-20.292,1.09,0.0
11-014593,28.322,-14.546,1.09,0.0
11-014597,29.868,-17.308,1.09,0.0
11-014598,27.482,-16.196,1.09,0.0
11-014599,20.47,-22.792,1.09,0.0
11-014601,28.218,-13.404,1.09,0.0
11-014602,21.435,-9.618,1.09,0.0
11-014603,20.489,-17.94,1.09,0.0
11-014604,20.688,-21.701,1.09,0.0
11-014605,18.112,-20.569,1.09,0.0
11-014606,12.306,-15.938,1.09,0.0
11-014607,23.522,-11.909,1.09,0.0
11-014608,15.421,-26.324,1.09,0.0
11-014610,0.687,-27.893,1.09,0.0
11-014611,14.468,-5.818,1.09,0.0
11-014612,3.209,-12.328,1.09,0.0
11-014613,16.126,-0.996,1.09,0.0
11-014615,21.134,-28.273,1.09,0.0
11-014616,11.983,-4.517,1.09,0.0
11-014617,15.764,-19.76,1.09,0.0
11-014618,14.181,-16.983,1.09,0.0
11-014623,3.97,-11.389,1.09,0.0
11-014624,24.455,-2.929,1.09,0.0
11-014625,29.881,-9.136,1.09,0.0
11-014626,28.875,-5.207,1.09,0.0
11-014627,28.872,-23.328,1.09,0.0
11-014628,20.519,-26.771,1.09,0.0
11-014629,28.075,-9.149,1.09,0.0
11-014630,13.16,-26.38,1.09,0.0
11-014632,0.606,-23.389,1.09,0.0
11-014633,17.544,-26.042,1.09,0.0
11-014634,26.298,-22.298,1.09,0.0
11-014635,21.271,-23.004,1.09,0.0
11-014636,26.418,-20.88,1.09,0.0
11-014637,13.556,-3.629,1.09,0.0
11-014638,13.538,-28.004,1.09,0.0
11-014639,23.099,-4.003,1.09,0.0
11-014641,14.517,-8.901,1.09,0.0
11-014642,26.877,-13.877,1.09,0.0
11-014643,26.937,-15.396,1.09,0.0
11-014644,8.748,-12.985,1.09,0.0
11-014645,15.366,-16.101,1.09,0.0
11-014646,21.753,-14.635,1.09,0.0
11-014647,29.319,-9.225,1.09,0.0
11-014648,21.115,-27.228,1.09,0.0
11-014649,0.618,-29.145,1.09,0.0
11-014651,24.148,-15.629,1.09,0.0
11-014652,4.408,-6.996,1.09,0.0
11-014653,28.298,-11.113,1.09,0.0
11-014656,20.356,-12.061,1.08,0.0
11-014657,0.092,-20.22,1.08,0.0
11-014658,26.261,-9.06,1.08,0.0
11-014661,29.772,-10.88,1.08,0.0
11-014663,20.883,-11.492,1.08,0.0
11-014664,26.847,-21.41,1.08,0.0
11-014666,1.154,-13.126,1.08,0.0
11-014667,22.294,-19.251,1.08,0.0
11-014668,8.268,-5.228,1.08,0.0
11-014671,15.479,-22.56,1.08,0.0
11-014672,13.773,-28.669,1.08,0.0
11-014674,15.699,-15.94,1.08,0.0
11-014676,12.635,-12.149,1.08,0.0
11-014678,11.731,-17.176,1.08,0.0
11-014679,3.142,-22.166,1.08,0.0
11-014680,6.498,-26.304,1.08,0.0
11-014681,12.271,-23.44,1.08,0.0
11-014683,4.746,-0.819,1.08,0.0
11-014684,23.694,-6.041,1.08,0.0
11-014690,18.755,-19.322,1.08,0.0
11-014691,5.107,-25.081,1.08,0.0
11-014692,18.319,-18.297,1.08,0.0
11-014694,29.727,-1.975,1.08,0.0
11-014695,17.286,-27.394,1.08,0.0
11-014698,1.775,-28.098,1.08,0.0
11-014699,29.037,-13.756,1.08,0.0
11-014700,16.287,-8.236,1.08,0.0
11-014701,0.65,-12.603,1.08,0.0
11-014702,24.036,-5.254,1.08,0.0
11-014703,16.543,-27.223,1.08,0.0
11-014704,12.962,-16.538,1.08,0.0
11-014707,16.439,-13.233,1.08,0.0
11-014708,12.761,-21.533,1.08,0.0
11-014710,15.169,-6.658,1.08,0.0
11-014711,5.584,-16.291,1.08,0.0
11-014713,11.458,-13.032,1.08,0.0
11-014715,16.51,-28.15,1.08,0.0
11-014716,2.994,-3.091,1.08,0.0
11-014717,28.536,-10.498,1.08,0.0
11-014718,16.757,-25.243,1.08,0.0
11-014719,19.309,-16.98,1.08,0.0
11-014720,12.908,-4.802,1.08,0.0
11-014721,29.536,-9.045,1.08,0.0
11-014723,29.351,-9.33,1.08,0.0
11-014724,25.873,-5.025,1.08,0.0
11-014726,28.806,-8.037,1.08,0.0
11-014727,29.998,-23.718,1.08,0.0
11-014728,24.918,-13.184,1.08,0.0
11-014731,12.431,-21.148,1.08,0.0
11-014732,4.063,-23.639,1.08,0.0
11-014734,9.913,-28.012,1.08,0.0
11-014736,17.512,-17.818,1.08,0.0
11-014738,17.427,-17.91,1.08,0.0
11-014739,18.215,-25.984,1.08,0.0
11-014741,26.232,-18.862,1.08,0.0
11-014742,10.313,-4.351,1.08,0.0
11-014743,17.973,-26.166,1.08,0.0
11-014744,6.025,-11.79,1.08,0.0
11-014745,6.522,-0.535,1.08,0.0
11-014746,4.874,-6.826,1.08,0.0
11-014747,12.059,-12.372,1.08,0.0
11-014748,22.618,-22.199,1.08,0.0
11-014749,21.994,-20.287,1.08,0.0
11-014750,27.289,-13.587,1.08,0.0
11-014751,4.123,-22.601,1.08,0.0
11-014752,29.365,-10.002,1.08,0.0
11-014753,11.677,-28.414,1.08,0.0
11-014754,23.781,-18.001,1.08,0.0
11-014755,11.083,-12.479,1.08,0.0
11-014758,18.502,-26.011,1.08,0.0
11-014759,8.3,-17.089,1.08,0.0
11-014760,15.382,-24.886,1.08,0.0
11-014761,14.119,-16.387,1.08,0.0
11-014765,14.058,-16.661,1.08,0.0
11-014767,4.086,-23.586,1.08,0.0
11-014768,2.538,-16.809,1.08,0.0
11-014769,28.625,-1.272,1.08,0.0
11-014770,20.97,-1.044,1.08,0.0
11-014771,19.914,-0.814,1.08,0.0
11-014773,19.389,-0.21,1.08,0.0
11-014774,18.24,-21.503,1.08,0.0
11-014775,19.781,-19.029,1.08,0.0
11-014776,14.568,-12.651,1.08,0.0
11-014777,26.82,-7.79,1.08,0.0
11-014779,13.512,-25.326,1.08,0.0
11-014780,19.108,-21.133,1.08,0.0
11-014781,29.156,-13.083,1.08,0.0
11-014783,15.435,-2.496,1.08,0.0
11-014785,5.02,-3.47,1.08,0.0
11-014787,23.073,-15.479,1.08,0.0
11-014788,17.04,-6.667,1.08,0.0
11-014789,8.373,-21.974,1.08,0.0
11-014793,11.554,-28.839,1.08,0.0
11-014794,29.736,-21.986,1.08,0.0
11-014796,26.306,-25.748,1.08,0.0
11-014797,18.021,-6.756,1.08,0.0
11-014800,4.613,-13.217,1.08,0.0
11-014801,7.515,-4.981,1.08,0.0
11-014804,27.43,-1.529,1.08,0.0
11-014806,9.511,-5.251,1.08,0.0
11-014807,18.734,-19.811,1.08,0.0
11-014808,26.297,-8.061,1.08,0.0
11-014810,7.914,-24.814,1.08,0.0
11-014811,17.385,-21.484,1.08,0.0
11-014813,26.832,-8.762,1.08,0.0
11-014814,21.862,-20.111,1.08,0.0
11-014816,22.855,-3.259,1.08,0.0
11-014817,16.233,-16.175,1.08,0.0
11-014818,19.967,-3.295,1.08,0.0
11-014819,13.791,-21.061,1.08,0.0
11-014821,27.82,-14.623,1.08,0.0
11-014822,29.446,-14.473,1.08,0.0
11-014824,10.802,-15.499,1.08,0.0
11-014825,8.027,-18.797,1.08,0.0
11-014826,18.098,-12.245,1.08,0.0
11-014827,1.032,-24.715,1.08,0.0
11-014828,7.533,-28.107,1.08,0.0
11-014829,13.373,-16.807,1.08,0.0
11-014832,29.089,-9.483,1.08,0.0
11-014833,28.513,-26.206,1.08,0.0
11-014836,26.969,-13.21,1.08,0.0
11-014838,14.511,-16.899,1.08,0.0
11-014839,20.705,-13.846,1.08,0.0
11-014840,28.354,-23.297,1.08,0.0
11-014841,9.313,-19.677,1.08,0.0
11-014842,27.049,-13.107,1.08,0.0
11-014844,13.942,-28.443,1.08,0.0
11-014846,5.137,-20.243,1.08,0.0
11-014847,22.302,-15.284,1.08,0.0
11-014848,13.339,-23.896,1.08,0.0
11-014849,25.743,-1.612,1.08,0.0
11-014851,13.965,-16.963,1.08,0.0
11-014852,6.481,-28.976,1.08,0.0
11-014853,18.175,-27.538,1.08,0.0
11-014854,28.709,-0.139,1.08,0.0
11-014855,26.023,-2.067,1.08,0.0
11-014856,13.19,-1.314,1.08,0.0
11-014859,28.088,-0.988,1.08,0.0
11-014860,12.865,-18.919,1.08,0.0
11-014861,13.453,-16.726,1.08,0.0
11-014863,20.544,-2.298,1.08,0.0
11-014865,10.524,-21.072,1.08,0.0
11-014867,18.242,-25.692,1.08,0.0
11-014868,13.38,-24.352,1.08,0.0
11-014869,4.012,-13.55,1.08,0.0
11-014870,27.519,-21.996,1.08,0.0
11-014871,19.237,-0.736,1.08,0.0
11-014872,28.835,-7.472,1.08,0.0
11-014873,19.495,-0.805,1.08,0.0
11-014874,13.382,-11.383,1.08,0.0
11-014875,24.395,-8.432,1.08,0.0
11-014876,29.924,-22.77,1.08,0.0
11-014878,27.286,-14.582,1.08,0.0
11-014879,10.489,-16.103,1.08,0.0
11-014880,9.849,-14.739,1.08,0.0
11-014881,13.257,-16.556,1.08,0.0
11-014882,19.273,-25.955,1.08,0.0
11-014884,7.521,-14.334,1.08,0.0
11-014885,23.916,-6.659,1.08,0.0
11-014886,22.962,-8.363,1.08,0.0
11-014887,17.308,-14.875,1.08,0.0
11-014888,11.89,-13.61,1.08,0.0
11-014889,26.391,-18.591,1.08,0.0
11-014890,20.218,-9.979,1.08,0.0
11-014891,22.738,-14.951,1.08,0.0
11-014892,4.84,-22.91,1.08,0.0
11-014893,18.373,-0.737,1.08,0.0
11-014894,8.36,-13.506,1.08,0.0
11-014895,22.566,-4.799,1.08,0.0
11-014896,18.4,-29.925,1.08,0.0
11-014897,14.75,-27.812,1.08,0.0
11-014898,9.251,-12.773,1.07,0.0
11-014900,26.896,-6.67,1.07,0.0
11-014901,29.658,-17.378,1.07,0.0
11-014902,8.85,-5.68,1.07,0.0
11-014904,11.207,-25.737,1.07,0.0
11-014906,3.886,-24.498,1.07,0.0
11-014907,28.998,-22.664,1.07,0.0
11-014909,20.276,-4.555,1.07,0.0
11-014910,20.322,-12.454,1.07,0.0
11-014913,24.723,-5.189,1.07,0.0
11-014914,8.755,-12.865,1.07,0.0
11-014915,10.411,-16.173,1.07,0.0
11-014917,11.863,-4.499,1.07,0.0
11-014919,26.755,-13.408,1.07,0.0
11-014921,23.204,-3.025,1.07,0.0
11-014922,7.711,-16.713,1.07,0.0
11-014923,20.705,-5.922,1.07,0.0
11-014925,0.866,-13.592,1.07,0.0
11-014926,13.508,-4.578,1.07,0.0
11-014930,15.371,-26.832,1.07,0.0
11-014931,18.242,-28.931,1.07,0.0
11-014932,14.522,-2.05,1.07,0.0
11-014934,26.294,-8.434,1.07,0.0
11-014936,8.158,-23.89,1.07,0.0
11-014937,18.323,-28.565,1.07,0.0
11-014938,7.386,-26.55,1.07,0.0
11-014939,24.654,-6.738,1.07,0.0
11-014940,6.474,-3.38,1.07,0.0
11-014941,20.5,-10.392,1.07,0.0
11-014942,18.978,-23.722,1.07,0.0
11-014943,4.666,-6.879,1.07,0.0
11-014945,21.724,-29.276,1.07,0.0
11-014946,17.684,-24.34,1.07,0.0
11-014947,7.546,-8.211,1.07,0.0
11-014948,3.899,-1.678,1.07,0.0
11-014950,24.02,-5.951,1.07,0.0
11-014953,28.294,-27.989,1.07,0.0
11-014954,26.082,-17.44,1.07,0.0
11-014956,25.887,-16.076,1.07,0.0
11-014957,18.268,-20.142,1.07,0.0
11-014958,11.198,-26.651,1.07,0.0
11-014959,27.336,-1.869,1.07,0.0
11-014960,29.95,-10.394,1.07,0.0
11-014961,29.305,-14.784,1.07,0.0
11-014963,6.64,-6.149,1.07,0.0
11-014964,23.148,-6.104,1.07,0.0
11-014967,24.418,-22.605,1.07,0.0
11-014968,3.669,-5.376,1.07,0.0
11-014969,7.556,-27.692,1.07,0.0
11-014970,20.366,-8.745,1.07,0.0
11-014972,23.093,-25.399,1.07,0.0
11-014973,10.247,-20.322,1.07,0.0
11-014975,25.613,-10.509,1.07,0.0
11-014976,15.856,-28.343,1.07,0.0
11-014977,6.658,-13.841,1.07,0.0
11-014978,12.028,-6.203,1.07,0.0
11-014979,1.09,-23.258,1.07,0.0
11-014980,20.674,-9.692,1.07,0.0
11-014981,17.562,-3.403,1.07,0.0
11-014982,28.87,-17.928,1.07,0.0
11-014983,5.935,-17.232,1.07,0.0
11-014984,21.893,-21.644,1.07,0.0
11-014985,9.152,-24.555,1.07,0.0
11-014986,17.884,-2.852,1.07,0.0
11-014988,12.779,-16.714,1.07,0.0
11-014990,23.625,-7.102,1.07,0.0
11-014991,17.927,-23.603,1.07,0.0
11-014992,8.159,-22.746,1.07,0.0
11-014993,19.976,-0.994,1.07,0.0
11-014994,10.824,-7.021,1.07,0.0
11-014995,26.852,-4.909,1.07,0.0
11-014997,27.878,-13.626,1.07,0.0
11-014998,1.139,-23.518,1.07,0.0
11-015000,21.665,-3.371,1.07,0.0
11-015002,13.384,-26.872,1.07,0.0
11-015003,29.045,-14.583,1.07,0.0
11-015004,21.434,-0.169,1.07,0.0
11-015006,10.832,-22.032,1.07,0.0
11-015007,28.418,-17.966,1.07,0.0
11-015009,29.851,-17.313,1.07,0.0
11-015010,4.561,-15.684,1.07,0.0
11-015011,13.935,-20.561,1.07,0.0
11-015013,9.153,-13.104,1.07,0.0
11-015014,28.042,-0.711,1.07,0.0
11-015015,22.309,-22.308,1.07,0.0
11-015016,3.393,-29.984,1.07,0.0
11-015017,4.426,-0.752,1.07,0.0
11-015018,2.874,-7.426,1.07,0.0
11-015019,1.613,-29.859,1.07,0.0
11-015020,17.894,-1.053,1.07,0.0
11-015021,12.727,-2.897,1.07,0.0
11-015025,8.73,-18.247,1.07,0.0
11-015026,21.402,-8.861,1.07,0.0
11-015027,6.195,-13.598,1.07,0.0
11-015028,20.715,-4.186,1.07,0.0
11-015030,29.331,-1.657,1.07,0.0
11-015031,28.675,-15.073,1.07,0.0
11-015033,20.334,-12.04,1.07,0.0
11-015035,29.649,-17.035,1.07,0.0
11-015036,26.434,-17.927,1.07,0.0
11-015037,22.125,-29.036,1.07,0.0
11-015038,19.002,-11.57,1.07,0.0
11-015039,28.701,-23.016,1.07,0.0
11-015040,27.456,-18.508,1.07,0.0
11-015041,19.005,-1.16,1.07,0.0
11-015042,1.507,-2.168,1.07,0.0
11-015043,12.962,-4.667,1.07,0.0
11-015045,22.352,-11.229,1.07,0.0
11-015047,27.247,-11.405,1.07,0.0
11-015048,0.611,-26.829,1.07,0.0
11-015050,18.642,-23.026,1.07,0.0
11-015051,2.713,-11.481,1.07,0.0
11-015052,8.523,-11.426,1.07,0.0
11-015056,15.038,-22.27,1.07,0.0
11-015057,22.45,-28.509,1.07,0.0
11-015058,26.499,-7.709,1.07,0.0
11-015059,20.431,-11.098,1.07,0.0
11-015061,26.439,-26.264,1.07,0.0
11-015062,18.74,-16.857,1.07,0.0
11-015063,20.135,-13.643,1.07,0.0
11-015064,6.251,-1.128,1.07,0.0
11-015065,13.244,-14.096,1.07,0.0
11-015066,4.09,-19.584,1.07,0.0
11-015068,6.748,-26.205,1.07,0.0
11-015069,29.775,-21.807,1.07,0.0
11-015070,18.412,-7.13,1.07,0.0
11-015071,5.699,-4.234,1.07,0.0
11-015072,8.592,-7.179,1.07,0.0
11-015075,24.319,-15.726,1.07,0.0
11-015076,20.89,-10.875,1.07,0.0
11-015077,2.259,-14.479,1.07,0.0
11-015079,29.745,-25.946,1.07,0.0
11-015080,9.84,-21.548,1.07,0.0
11-015081,2.926,-1.141,1.07,0.0
11-015082,12.262,-23.152,1.07,0.0
11-015083,27.216,-22.138,1.07,0.0
11-015085,3.302,-11.384,1.07,0.0
11-015086,3.996,-25.691,1.07,0.0
11-015088,26.214,-10.105,1.07,0.0
11-015089,26.528,-7.455,1.07,0.0
11-015090,22.034,-27.549,1.07,0.0
11-015091,5.476,-16.147,1.07,0.0
11-015092,1.642,-18.213,1.07,0.0
11-015093,21.467,-23.238,1.07,0.0
11-015094,11.877,-19.145,1.07,0.0
11-015095,8.564,-24.127,1.07,0.0
11-015098,17.133,-10.151,1.07,0.0
11-015099,3.52,-3.532,1.07,0.0
11-015100,6.92,-14.603,1.07,0.0
11-015102,19.773,-10.564,1.07,0.0
11-015103,12.075,-17.858,1.07,0.0
11-015104,15.513,-16.036,1.07,0.0
11-015105,28.68,-21.547,1.07,0.0
11-015106,6.309,-27.299,1.07,0.0
11-015108,23.073,-7.206,1.07,0.0
11-015109,28.785,-15.556,1.06,0.0
11-015110,23.654,-21.517,1.06,0.0
11-015111,10.048,-27.593,1.06,0.0
11-015112,19.814,-21.592,1.06,0.0
11-015113,13.889,-24.179,1.06,0.0
11-015114,22.542,-3.176,1.06,0.0
11-015115,21.427,-4.368,1.06,0.0
11-015116,15.333,-16.181,1.06,0.0
11-015117,18.887,-5.625,1.06,0.0
11-015118,29.929,-21.364,1.06,0.0
11-015119,5.307,-24.965,1.06,0.0
11-015120,27.497,-27.444,1.06,0.0
11-015121,24.203,-5.596,1.06,0.0
11-015122,29.183,-6.36,1.06,0.0
11-015123,21.433,-14.894,1.06,0.0
11-015126,6.706,-27.736,1.06,0.0
11-015128,8.666,-13.531,1.06,0.0
11-015129,26.818,-9.073,1.06,0.0
11-015130,15.275,-29.182,1.06,0.0
11-015131,23.13,-4.799,1.06,0.0
11-015134,21.024,-16.199,1.06,0.0
11-015135,9.135,-28.891,1.06,0.0
11-015136,9.977,-22.871,1.06,0.0
11-015139,23.042,-1.187,1.06,0.0
11-015140,12.05,-12.593,1.06,0.0
11-015142,14.931,-17.272,1.06,0.0
11-015143,0.879,-27.629,1.06,0.0
11-015144,15.261,-4.731,1.06,0.0
11-015147,25.671,-1.595,1.06,0.0
11-015148,11.973,-8.842,1.06,0.0
11-015149,0.143,-25.403,1.06,0.0
11-015152,8.299,-13.176,1.06,0.0
11-015153,10.244,-23.339,1.06,0.0
11-015156,7.824,-24.782,1.06,0.0
11-015157,16.261,-12.338,1.06,0.0
11-015159,4.273,-18.968,1.06,0.0
11-015160,8.45,-13.51,1.06,0.0
11-015161,17.812,-23.471,1.06,0.0
11-015162,4.551,-27.588,1.06,0.0
11-015163,27.311,-8.928,1.06,0.0
11-015164,29.628,-15.953,1.06,0.0
11-015165,27.876,-6.73,1.06,0.0
11-015167,19.381,-18.613,1.06,0.0
11-015168,18.07,-16.049,1.06,0.0
11-015170,28.852,-0.278,1.06,0.0
11-015171,14.423,-13.277,1.06,0.0
11-015173,29.436,-25.777,1.06,0.0
11-015175,8.521,-3.589,1.06,0.0
11-015178,1.775,-18.276,1.06,0.0
11-015183,28.527,-9.373,1.06,0.0
11-015184,12.153,-12.494,1.06,0.0
11-015185,20.423,-3.704,1.06,0.0
11-015186,19.951,-0.871,1.06,0.0
11-015187,14.831,-16.76,1.06,0.0
11-015188,19.099,-10.083,1.06,0.0
11-015189,12.475,-9.007,1.06,0.0
11-015190,24.521,-8.326,1.06,0.0
11-015191,29.396,-12.687,1.06,0.0
11-015193,1.741,-16.429,1.06,0.0
11-015194,25.556,-28.046,1.06,0.0
11-015195,27.06,-3.164,1.06,0.0
11-015196,15.191,-12.897,1.06,0.0
11-015197,13.382,-21.246,1.06,0.0
11-015200,26.455,-7.147,1.06,0.0
11-015201,7.774,-20.139,1.06,0.0
11-015202,14.845,-16.181,1.06,0.0
11-015203,25.928,-9.842,1.06,0.0
11-015204,11.567,-6.844,1.06,0.0
11-015205,29.589,-9.483,1.06,0.0
11-015206,8.358,-17.255,1.06,0.0
11-015207,27.935,-13.413,1.06,0.0
11-015210,22.513,-1.834,1.06,0.0
11-015212,4.714,-17.253,1.06,0.0
11-015213,7.665,-23.269,1.06,0.0
11-015214,22.804,-15.158,1.06,0.0
11-015215,23.633,-14.517,1.06,0.0
