id,lat,lon,diam,depth
20-011642,-13.287,27.872,1.28,0.0
20-011643,-23.511,20.48,1.28,0.0
20-011644,-24.985,15.227,1.28,0.0
20-011645,-19.758,13.087,1.28,0.0
20-011648,-21.605,12.847,1.28,0.0
20-011649,-9.564,23.575,1.28,0.0
20-011650,-27.565,9.664,1.28,0.0
20-011651,-18.16,8.443,1.28,0.0
20-011652,-2.134,8.772,1.28,0.0
20-011653,-22.97,1.084,1.28,0.0
20-011654,-9.677,5.577,1.28,0.0
20-011656,-11.258,6.172,1.28,0.0
20-011657,-26.101,1.961,1.28,0.0
20-011658,-26.573,15.904,1.28,0.0
20-011659,-7.179,16.579,1.28,0.0
20-011661,-10.045,7.349,1.28,0.0
20-011662,-28.081,28.564,1.28,0.0
20-011663,-8.959,23.52,1.28,0.0
20-011665,-16.136,6.209,1.28,0.0
20-011666,-27.047,17.684,1.28,0.0
20-011667,-11.692,24.713,1.28,0.0
20-011668,-24.42,12.395,1.28,0.0
20-011669,-24.86,14.162,1.28,0.0
20-011670,-3.036,6.32,1.28,0.0
20-011673,-26.308,21.509,1.28,0.0
20-011676,-5.83,22.309,1.28,0.0
20-011677,-23.55,23.266,1.28,0.0
20-011678,-20.023,7.955,1.28,0.0
20-011679,-3.715,20.466,1.28,0.0
20-011683,-8.377,24.359,1.28,0.0
20-011686,-28.367,9.729,1.28,0.0
20-011687,-17.379,20.472,1.28,0.0
20-011688,-17.844,3.052,1.28,0.0
20-011689,-0.957,21.452,1.28,0.04
20-011690,-4.554,17.81,1.28,0.0
20-011691,-27.845,7.304,1.28,0.0
20-011692,-7.544,21.478,1.28,0.0
20-011693,-12.092,3.814,1.28,0.0
20-011695,-4.506,15.808,1.28,0.0
20-011697,-19.816,3.625,1.28,0.0
20-011698,-26.199,10.201,1.28,0.0
20-011699,-20.66,19.891,1.28,0.0
20-011700,-18.596,18.067,1.28,0.0
20-011702,-22.921,23.561,1.28,0.0
20-011703,-8.334,21.892,1.28,0.0
20-011704,-0.845,7.123,1.28,0.0
20-011705,-9.918,0.023,1.28,0.0
20-011709,-11.028,8.154,1.28,0.0
20-011710,-8.63,1.5,1.28,0.0
20-011713,-10.115,16.425,1.28,0.0
20-011716,-26.893,15.443,1.28,0.0
20-011717,-28.243,2.253,1.28,0.0
20-011718,-23.562,15.932,1.28,0.0
20-011719,-9.391,0.356,1.28,0.0
20-011721,-27.514,14.997,1.28,0.0
20-011722,-7.79,1.382,1.28,0.0
20-011723,-17.592,24.28,1.28,0.0
20-011725,-2.99,21.636,1.28,0.0
20-011726,-12.295,19.006,1.28,0.0
20-011729,-2.028,29.228,1.28,0.0
20-011732,-5.358,23.161,1.28,0.0
20-011733,-6.316,14.774,1.28,0.0
20-011737,-17.196,15.477,1.28,0.0
20-011738,-8.802,1.624,1.28,0.0
20-011741,-9.311,20.832,1.28,0.0
20-011742,-21.024,29.967,1.28,0.0
20-011743,-5.209,6.463,1.28,0.0
20-011744,-1.313,21.224,1.28,0.0
20-011745,-15.557,5.664,1.28,0.0
20-011746,-22.059,21.347,1.28,0.0
20-011747,-12.443,17.221,1.28,0.0
20-011750,-0.743,14.094,1.28,0.0
20-011751,-23.954,7.543,1.28,0.0
20-011752,-21.904,27.452,1.28,0.0
20-011755,-8.436,0.436,1.28,0.0
20-011756,-4.974,15.141,1.28,0.0
20-011757,-12.759,10.03,1.28,0.0
20-011758,-5.795,17.406,1.28,0.0
20-011759,-20.108,15.197,1.28,0.0
20-011760,-8.641,29.124,1.28,0.0
20-011761,-29.259,22.541,1.28,0.0
20-011762,-27.581,13.298,1.28,0.0
20-011763,-12.632,26.004,1.28,0.0
20-011764,-15.062,6.174,1.28,0.0
20-011765,-12.598,29.385,1.28,0.0
20-011766,-26.538,19.526,1.28,0.0
20-011770,-7.32,21.481,1.28,0.0
20-011772,-2.815,21.595,1.28,0.0
20-011776,-19.391,6.213,1.28,0.0
20-011778,-0.195,7.286,1.28,0.0
20-011779,-18.565,28.262,1.28,0.0
20-011780,-19.772,23.222,1.27,0.0
20-011781,-27.69,11.12,1.27,0.0
20-011782,-11.197,17.457,1.27,0.0
20-011784,-28.278,7.689,1.27,0.0
20-011785,-27.838,27.253,1.27,0.0
20-011786,-7.36,0.459,1.27,0.0
20-011787,-11.639,13.836,1.27,0.0
20-011788,-15.505,25.692,1.27,0.0
20-011789,-25.193,13.852,1.27,0.0
20-011790,-18.617,7.278,1.27,0.0
20-011793,-18.219,29.589,1.27,0.0
20-011795,-4.096,21.553,1.27,0.0
20-011796,-6.225,2.033,1.27,0.0
20-011798,-18.847,15.361,1.27,0.0
20-011799,-25.939,26.189,1.27,0.0
20-011800,-25.034,14.457,1.27,0.0
20-011804,-18.852,21.851,1.27,0.0
20-011805,-18.439,13.159,1.27,0.0
20-011806,-21.834,28.307,1.27,0.0
20-011807,-19.13,17.587,1.27,0.0
20-011809,-25.984,16.681,1.27,0.0
20-011810,-20.15,11.499,1.27,0.0
20-011811,-28.415,21.289,1.27,0.0
20-011812,-6.583,20.303,1.27,0.0
20-011813,-27.562,22.681,1.27,0.0
20-011814,-17.396,4.546,1.27,0.0
20-011816,-25.867,19.739,1.27,0.0
20-011818,-25.976,19.645,1.27,0.0
20-011820,-22.051,4.788,1.27,0.0
20-011821,-13.546,9.927,1.27,0.0
20-011823,-18.21,22.07,1.27,0.0
20-011827,-1.879,16.284,1.27,0.0
20-011830,-2.57,21.25,1.27,0.0
20-011831,-10.813,27.305,1.27,0.0
20-011832,-16.587,24.18,1.27,0.0
20-011835,-5.973,1.9,1.27,0.0
20-011836,-14.259,4.723,1.27,0.0
20-011837,-12.321,9.85,1.27,0.0
20-011840,-2.817,10.557,1.27,0.0
20-011842,-20.975,21.586,1.27,0.0
20-011844,-7.931,5.124,1.27,0.0
20-011845,-9.321,16.931,1.27,0.0
20-011853,-0.96,1.791,1.27,0.0
20-011855,-13.213,8.271,1.27,0.0
20-011857,-22.953,15.174,1.27,0.0
20-011858,-23.313,20.059,1.27,0.0
20-011859,-11.121,23.711,1.27,0.0
20-011860,-16.073,7.966,1.27,0.0
20-011864,-24.888,8.08,1.27,0.0
20-011865,-3.23,26.524,1.27,0.0
20-011866,-10.635,17.482,1.27,0.0
20-011868,-5.409,23.461,1.27,0.0
20-011869,-2.015,28.066,1.27,0.0
20-011873,-8.676,16.851,1.27,0.0
20-011874,-7.447,6.845,1.27,0.0
20-011877,-2.175,8.506,1.27,0.0
20-011880,-24.908,7.196,1.27,0.0
20-011882,-18.104,10.58,1.27,0.0
20-011883,-15.998,29.83,1.27,0.0
20-011885,-10.537,1.618,1.27,0.0
20-011886,-27.106,22.207,1.27,0.0
20-011888,-9.263,19.864,1.27,0.0
20-011890,-20.353,19.169,1.27,0.0
20-011892,-13.236,7.169,1.27,0.0
20-011893,-23.788,24.377,1.27,0.0
20-011895,-20.578,1.412,1.27,0.0
20-011897,-20.774,13.85,1.27,0.0
20-011899,-20.887,27.884,1.27,0.0
20-011900,-18.307,2.539,1.27,0.0
20-011902,-13.788,2.655,1.27,0.0
20-011904,-11.874,23.802,1.27,0.0
20-011907,-15.993,13.725,1.27,0.0
20-011909,-4.02,9.575,1.27,0.0
20-011910,-20.109,3.558,1.27,0.0
20-011911,-28.624,6.871,1.27,0.0
20-011913,-11.67,16.691,1.27,0.0
20-011917,-17.011,2.218,1.27,0.0
20-011918,-11.317,5.47,1.27,0.0
20-011919,-1.645,29.562,1.27,0.0
20-011923,-29.849,7.018,1.27,0.0
20-011927,-6.952,21.375,1.27,0.0
20-011929,-6.188,22.976,1.27,0.0
20-011932,-17.209,23.983,1.27,0.0
20-011933,-27.368,19.758,1.27,0.0
20-011935,-2.73,18.181,1.27,0.0
20-011936,-28.517,6.952,1.27,0.0
20-011938,-6.816,27.924,1.27,0.0
20-011940,-29.439,25.962,1.26,0.0
20-011941,-19.033,18.934,1.26,0.0
20-011942,-23.758,24.208,1.26,0.0
20-011943,-10.693,18.124,1.26,0.0
20-011944,-5.135,22.656,1.26,0.0
20-011945,-22.266,29.957,1.26,0.0
20-011946,-19.43,10.315,1.26,0.0
20-011947,-21.901,6.823,1.26,0.0
20-011948,-19.872,28.916,1.26,0.0
20-011949,-19.923,19.485,1.26,0.0
20-011952,-20.576,18.284,1.26,0.0
20-011953,-27.023,20.651,1.26,0.0
20-011954,-6.507,3.01,1.26,0.0
20-011958,-24.795,23.15,1.26,0.0
20-011959,-16.464,19.581,1.26,0.0
20-011960,-7.974,29.1,1.26,0.0
20-011961,-2.092,5.81,1.26,0.0
20-011962,-7.052,21.0,1.26,0.0
20-011963,-5.879,13.908,1.26,0.0
20-011965,-27.217,17.311,1.26,0.0
20-011966,-25.437,13.947,1.26,0.0
20-011967,-23.32,20.975,1.26,0.0
20-011968,-9.805,19.092,1.26,0.0
20-011969,-27.7,2.423,1.26,0.0
20-011970,-19.74,23.527,1.26,0.0
20-011971,-10.89,14.637,1.26,0.0
20-011974,-15.573,2.819,1.26,0.0
20-011976,-11.418,7.509,1.26,0.0
20-011977,-18.7,12.04,1.26,0.0
20-011981,-15.296,14.707,1.26,0.0
20-011983,-6.986,11.417,1.26,0.0
20-011984,-13.992,19.165,1.26,0.0
20-011985,-12.919,27.653,1.26,0.0
20-011986,-23.566,20.509,1.26,0.0
20-011988,-26.702,16.922,1.26,0.0
20-011989,-29.596,18.305,1.26,0.0
20-011990,-25.791,24.558,1.26,0.0
20-011991,-26.343,5.861,1.26,0.0
20-011992,-10.668,23.312,1.26,0.0
20-011994,-9.547,26.048,1.26,0.0
20-011996,-10.94,18.717,1.26,0.0
20-011997,-29.885,10.011,1.26,0.0
20-011999,-11.306,17.752,1.26,0.0
20-012000,-17.03,2.194,1.26,0.0
20-012002,-24.915,28.858,1.26,0.0
20-012003,-13.829,18.096,1.26,0.0
20-012004,-9.194,29.704,1.26,0.0
20-012005,-28.097,6.68,1.26,0.0
20-012006,-5.541,13.161,1.26,0.0
20-012007,-9.003,28.695,1.26,0.0
20-012009,-2.543,18.172,1.26,0.0
20-012010,-21.579,26.084,1.26,0.0
20-012011,-21.387,19.049,1.26,0.0
20-012012,-21.553,9.73,1.26,0.0
20-012013,-3.186,1.123,1.26,0.0
20-012014,-7.482,7.312,1.26,0.0
20-012015,-0.502,8.298,1.26,0.0
20-012017,-26.821,17.412,1.26,0.0
20-012018,-7.205,8.261,1.26,0.0
20-012020,-21.28,2.656,1.26,0.0
20-012021,-9.13,29.006,1.26,0.0
20-012023,-20.821,20.12,1.26,0.0
20-012024,-21.283,28.104,1.26,0.0
20-012025,-5.134,16.805,1.26,0.0
20-012026,-13.157,12.674,1.26,0.0
20-012027,-23.317,24.057,1.26,0.0
20-012030,-19.88,23.002,1.26,0.0
20-012033,-0.599,7.153,1.26,0.0
20-012034,-0.465,26.865,1.26,0.0
20-012035,-2.458,9.584,1.26,0.0
20-012038,-8.017,26.946,1.26,0.0
20-012039,-14.121,25.125,1.26,0.0
20-012041,-10.944,27.422,1.26,0.0
20-012043,-10.002,6.917,1.26,0.0
20-012046,-3.37,3.169,1.26,0.0
20-012047,-19.9,7.46,1.26,0.0
20-012049,-23.573,20.538,1.26,0.0
20-012050,-25.827,26.512,1.26,0.0
20-012054,-20.426,15.305,1.26,0.0
20-012055,-20.33,7.003,1.26,0.0
20-012056,-15.623,8.692,1.26,0.0
20-012057,-26.485,7.934,1.26,0.0
20-012058,-19.985,18.919,1.26,0.0
20-012059,-25.727,27.892,1.26,0.0
20-012060,-26.727,9.747,1.26,0.0
20-012064,-9.074,17.992,1.26,0.0
20-012066,-0.496,8.451,1.26,0.0
20-012067,-12.042,25.371,1.26,0.0
20-012071,-20.609,6.973,1.26,0.0
20-012073,-4.775,1.788,1.26,0.0
20-012074,-6.851,16.066,1.26,0.0
20-012075,-12.929,25.962,1.26,0.0
20-012076,-0.448,24.462,1.26,0.0
20-012077,-25.052,8.716,1.26,0.0
20-012078,-28.136,1.154,1.26,0.0
20-012079,-8.553,15.218,1.26,0.0
20-012081,-8.105,29.363,1.26,0.0
20-012083,-1.697,18.147,1.26,0.0
20-012085,-3.569,18.466,1.26,0.0
20-012086,-29.401,9.816,1.26,0.0
20-012087,-28.081,20.962,1.26,0.0
20-012088,-8.006,15.71,1.26,0.0
20-012090,-17.735,12.874,1.26,0.0
20-012091,-16.487,4.498,1.26,0.0
20-012092,-3.643,28.483,1.26,0.02
20-012095,-3.381,7.602,1.26,0.0
20-012096,-3.535,27.65,1.26,0.0
20-012097,-19.279,16.878,1.26,0.0
20-012100,-12.057,12.923,1.26,0.0
20-012101,-5.892,6.196,1.26,0.0
20-012102,-19.895,20.62,1.26,0.0
20-012104,-19.515,10.558,1.26,0.0
20-012105,-26.576,29.359,1.26,0.0
20-012108,-8.625,25.052,1.26,0.0
20-012109,-15.039,11.49,1.26,0.0
20-012110,-27.944,10.511,1.26,0.0
20-012112,-15.736,12.132,1.25,0.0
20-012114,-19.523,12.128,1.25,0.0
20-012115,-19.736,23.949,1.25,0.0
20-012116,-12.671,12.591,1.25,0.0
20-012118,-11.529,20.152,1.25,0.0
20-012119,-22.922,8.981,1.25,0.0
20-012121,-25.45,9.55,1.25,0.0
20-012122,-12.759,27.64,1.25,0.0
20-012124,-25.593,8.732,1.25,0.0
20-012125,-26.28,26.758,1.25,0.0
20-012128,-19.594,21.741,1.25,0.0
20-012129,-22.191,18.496,1.25,0.0
20-012130,-25.002,16.292,1.25,0.0
20-012131,-8.48,23.648,1.25,0.0
20-012136,-0.328,25.922,1.25,0.0
20-012137,-22.099,17.576,1.25,0.0
20-012138,-2.426,26.995,1.25,0.0
20-012139,-7.226,23.363,1.25,0.0
20-012142,-21.207,5.699,1.25,0.0
20-012144,-14.726,20.341,1.25,0.0
20-012148,-27.329,9.561,1.25,0.0
20-012149,-6.151,3.05,1.25,0.0
20-012151,-16.624,4.821,1.25,0.0
20-012155,-23.745,27.295,1.25,0.0
20-012156,-0.121,28.588,1.25,0.0
20-012157,-26.443,28.742,1.25,0.0
20-012158,-21.393,6.757,1.25,0.0
20-012161,-9.273,29.814,1.25,0.0
20-012162,-16.687,0.275,1.25,0.0
20-012164,-26.4,29.82,1.25,0.0
20-012165,-7.951,28.468,1.25,0.0
20-012166,-7.423,26.888,1.25,0.0
20-012167,-15.87,27.578,1.25,0.0
20-012168,-18.088,22.679,1.25,0.0
20-012169,-8.338,28.605,1.25,0.0
20-012170,-21.105,19.578,1.25,0.0
20-012172,-0.802,26.217,1.25,0.0
20-012173,-29.12,1.222,1.25,0.0
20-012177,-15.09,14.681,1.25,0.0
20-012178,-10.492,1.771,1.25,0.0
20-012179,-23.124,7.878,1.25,0.0
20-012180,-4.004,10.969,1.25,0.0
20-012181,-8.273,26.32,1.25,0.0
20-012182,-9.366,12.937,1.25,0.0
20-012183,-23.06,19.816,1.25,0.0
20-012184,-4.267,5.895,1.25,0.0
20-012185,-29.054,10.098,1.25,0.0
20-012187,-27.648,25.604,1.25,0.0
20-012188,-17.431,9.485,1.25,0.0
20-012191,-26.927,5.296,1.25,0.0
20-012192,-11.66,12.935,1.25,0.0
20-012193,-9.613,28.237,1.25,0.0
20-012194,-24.942,25.253,1.25,0.0
20-012195,-26.2,14.837,1.25,0.0
20-012196,-6.071,5.716,1.25,0.0
20-012197,-4.367,23.984,1.25,0.0
20-012198,-26.246,22.155,1.25,0.0
20-012199,-24.597,6.865,1.25,0.0
20-012201,-29.358,6.282,1.25,0.0
20-012202,-28.459,27.092,1.25,0.0
20-012203,-8.014,28.431,1.25,0.0
20-012204,-10.188,27.298,1.25,0.0
20-012206,-27.056,11.5,1.25,0.0
20-012208,-5.766,19.884,1.25,0.0
20-012210,-8.327,23.712,1.25,0.0
20-012213,-13.43,13.469,1.25,0.0
20-012214,-19.464,29.103,1.25,0.0
20-012216,-6.227,0.457,1.25,0.0
20-012217,-28.669,1.02,1.25,0.0
20-012218,-26.788,29.762,1.25,0.0
20-012220,-10.8,19.809,1.25,0.0
20-012221,-25.903,19.743,1.25,0.0
20-012222,-29.832,12.847,1.25,0.0
20-012224,-10.835,21.87,1.25,0.0
20-012225,-17.69,27.691,1.25,0.0
20-012226,-8.567,24.409,1.25,0.0
20-012227,-27.704,0.513,1.25,0.0
20-012228,-25.955,4.832,1.25,0.0
20-012233,-26.777,5.499,1.25,0.0
20-012234,-29.658,14.207,1.25,0.0
20-012235,-26.529,6.54,1.25,0.0
20-012236,-26.439,14.619,1.25,0.0
20-012240,-8.474,23.68,1.25,0.0
20-012242,-26.014,16.027,1.25,0.0
20-012244,-22.154,9.937,1.25,0.0
20-012247,-26.308,14.157,1.25,0.0
20-012248,-20.369,19.357,1.25,0.0
20-012249,-17.143,7.157,1.25,0.0
20-012250,-19.539,10.372,1.25,0.0
20-012251,-27.992,15.329,1.25,0.0
20-012252,-18.486,5.99,1.25,0.0
20-012253,-7.367,24.148,1.25,0.0
20-012254,-12.225,20.039,1.25,0.0
20-012255,-11.361,20.177,1.25,0.0
20-012256,-13.282,5.581,1.25,0.0
20-012258,-13.248,13.851,1.25,0.0
20-012262,-28.399,27.33,1.24,0.0
20-012263,-8.034,22.177,1.24,0.0
20-012266,-22.047,27.635,1.24,0.0
20-012267,-18.313,5.197,1.24,0.0
20-012268,-4.193,1.922,1.24,0.0
20-012269,-24.671,7.9,1.24,0.0
20-012271,-13.284,10.91,1.24,0.0
20-012273,-27.291,16.606,1.24,0.0
20-012278,-25.285,18.564,1.24,0.0
20-012282,-21.453,1.719,1.24,0.0
20-012284,-23.643,22.549,1.24,0.0
20-012285,-16.621,10.204,1.24,0.0
20-012286,-25.06,21.365,1.24,0.0
20-012287,-25.092,11.505,1.24,0.0
20-012288,-4.548,5.129,1.24,0.0
20-012289,-28.791,3.327,1.24,0.0
20-012291,-20.247,6.857,1.24,0.0
20-012292,-29.523,20.29,1.24,0.0
20-012293,-3.788,0.454,1.24,0.0
20-012295,-21.473,9.465,1.24,0.0
20-012297,-27.169,12.398,1.24,0.0
20-012298,-28.568,27.643,1.24,0.0
20-012300,-12.159,2.821,1.24,0.0
20-012302,-9.667,19.158,1.24,0.0
20-012303,-12.117,22.779,1.24,0.0
20-012305,-1.257,23.307,1.24,0.0
20-012307,-28.165,24.78,1.24,0.0
20-012308,-4.439,26.982,1.24,0.0
20-012310,-8.386,24.267,1.24,0.0
20-012311,-0.511,24.259,1.24,0.0
20-012312,-16.149,21.249,1.24,0.0
20-012313,-28.099,15.995,1.24,0.0
20-012314,-23.898,18.32,1.24,0.0
20-012315,-4.452,9.686,1.24,0.0
20-012316,-18.671,19.402,1.24,0.0
20-012317,-15.035,24.522,1.24,0.0
20-012319,-6.769,5.44,1.24,0.0
20-012323,-13.192,10.993,1.24,0.0
20-012324,-25.259,20.571,1.24,0.0
20-012325,-17.135,0.447,1.24,0.0
20-012326,-10.148,7.753,1.24,0.0
20-012332,-2.355,18.968,1.24,0.0
20-012333,-19.203,7.84,1.24,0.0
20-012334,-6.66,7.463,1.24,0.0
20-012335,-19.288,5.205,1.24,0.0
20-012336,-0.4,10.11,1.24,0.0
20-012337,-27.317,11.417,1.24,0.0
20-012338,-8.577,1.86,1.24,0.0
20-012340,-3.322,0.884,1.24,0.0
20-012341,-0.762,0.309,1.24,0.0
20-012342,-10.285,29.45,1.24,0.0
20-012343,-28.667,3.025,1.24,0.0
20-012347,-23.418,22.334,1.24,0.0
20-012348,-13.145,11.565,1.24,0.0
20-012349,-17.788,2.701,1.24,0.0
20-012351,-27.824,24.383,1.24,0.0
20-012354,-11.74,20.376,1.24,0.0
20-012355,-20.103,6.083,1.24,0.0
20-012356,-27.172,14.517,1.24,0.0
20-012357,-25.57,25.35,1.24,0.0
20-012358,-23.714,10.915,1.24,0.0
20-012362,-22.778,14.791,1.24,0.0
20-012364,-14.175,8.307,1.24,0.0
20-012365,-16.153,13.331,1.24,0.0
20-012366,-24.909,18.121,1.24,0.0
20-012367,-17.743,27.537,1.24,0.0
20-012369,-17.188,5.677,1.24,0.0
20-012370,-19.292,12.611,1.24,0.0
20-012371,-28.085,21.087,1.24,0.0
20-012372,-4.244,9.595,1.24,0.0
20-012373,-18.799,19.526,1.24,0.0
20-012377,-8.348,23.774,1.24,0.0
20-012378,-9.907,20.591,1.24,0.0
20-012380,-28.658,1.9,1.24,0.0
20-012381,-21.096,28.826,1.24,0.0
20-012382,-4.886,24.679,1.24,0.0
20-012383,-29.215,12.951,1.24,0.0
20-012386,-14.63,16.618,1.24,0.0
20-012387,-11.918,20.716,1.24,0.0
20-012389,-8.273,1.898,1.24,0.0
20-012392,-27.48,28.875,1.24,0.0
20-012394,-6.551,7.393,1.24,0.0
20-012395,-25.153,10.509,1.24,0.0
20-012396,-17.158,2.308,1.24,0.0
20-012397,-5.497,20.515,1.24,0.0
20-012399,-12.862,28.04,1.24,0.0
20-012400,-27.314,2.492,1.24,0.0
20-012401,-0.695,12.043,1.24,0.05
20-012402,-15.937,12.362,1.24,0.0
20-012403,-8.508,24.684,1.24,0.0
20-012404,-28.286,0.73,1.24,0.0
20-012405,-3.882,4.167,1.24,0.0
20-012407,-26.195,11.429,1.24,0.0
20-012409,-1.64,29.258,1.24,0.0
20-012410,-23.437,11.137,1.24,0.0
20-012411,-5.464,5.795,1.24,0.0
20-012412,-12.244,5.26,1.24,0.0
20-012414,-0.983,5.173,1.24,0.0
20-012415,-15.807,23.454,1.24,0.0
20-012417,-22.828,18.402,1.24,0.0
20-012418,-20.098,14.177,1.24,0.0
20-012419,-28.25,6.543,1.24,0.0
20-012420,-17.077,20.983,1.24,0.0
20-012422,-5.703,4.572,1.24,0.0
20-012423,-4.702,23.846,1.24,0.0
20-012424,-0.216,1.562,1.24,0.0
20-012425,-9.694,2.202,1.24,0.0
20-012430,-26.03,5.07,1.24,0.0
20-012431,-8.437,24.341,1.24,0.0
20-012432,-13.497,25.827,1.24,0.0
20-012434,-14.208,9.918,1.24,0.0
20-012435,-28.089,23.751,1.24,0.0
20-012436,-20.185,23.702,1.24,0.0
20-012437,-27.645,20.094,1.24,0.0
20-012438,-13.994,0.362,1.24,0.0
20-012440,-24.407,28.922,1.24,0.0
20-012441,-28.895,26.386,1.24,0.0
20-012442,-23.538,10.113,1.24,0.0
20-012443,-24.549,3.642,1.24,0.0
20-012448,-5.014,14.203,1.24,0.0
20-012449,-16.724,6.51,1.24,0.0
20-012450,-5.821,21.167,1.24,0.0
20-012451,-4.249,2.026,1.24,0.0
20-012452,-9.89,15.032,1.24,0.0
20-012454,-25.539,3.225,1.24,0.0
20-012455,-26.285,27.962,1.24,0.0
20-012456,-28.073,24.948,1.24,0.0
20-012457,-26.795,18.747,1.24,0.0
20-012458,-8.132,3.942,1.24,0.0
20-012461,-25.339,11.913,1.23,0.0
20-012464,-15.38,13.712,1.23,0.0
20-012466,-26.908,11.782,1.23,0.0
20-012468,-10.817,13.863,1.23,0.0
20-012469,-18.961,3.392,1.23,0.0
20-012470,-4.097,19.469,1.23,0.0
20-012471,-22.461,22.384,1.23,0.0
20-012472,-17.475,15.217,1.23,0.0
20-012473,-22.994,12.988,1.23,0.0
20-012474,-28.348,12.383,1.23,0.0
20-012476,-21.819,26.338,1.23,0.0
20-012477,-16.229,12.137,1.23,0.0
20-012480,-9.298,19.861,1.23,0.0
20-012481,-15.638,2.621,1.23,0.0
20-012482,-9.696,17.381,1.23,0.0
20-012483,-25.131,6.303,1.23,0.0
20-012485,-27.587,15.555,1.23,0.0
20-012486,-1.548,21.931,1.23,0.0
20-012487,-15.458,19.852,1.23,0.0
20-012488,-8.597,26.416,1.23,0.0
20-012489,-29.522,0.954,1.23,0.0
20-012490,-13.508,28.303,1.23,0.0
20-012494,-2.038,27.305,1.23,0.0
20-012495,-2.536,23.329,1.23,0.0
20-012497,-0.978,5.002,1.23,0.0
20-012498,-6.447,15.77,1.23,0.0
20-012499,-6.489,20.442,1.23,0.0
20-012502,-19.622,22.545,1.23,0.0
20-012505,-16.42,15.221,1.23,0.0
20-012508,-25.14,8.744,1.23,0.0
20-012510,-3.958,7.654,1.23,0.0
20-012511,-23.696,23.868,1.23,0.0
20-012513,-24.234,28.453,1.23,0.0
20-012514,-19.473,11.014,1.23,0.0
20-012515,-13.111,20.49,1.23,0.0
20-012519,-19.425,13.486,1.23,0.0
20-012521,-26.549,23.445,1.23,0.0
20-012522,-6.889,0.834,1.23,0.0
20-012529,-22.918,24.4,1.23,0.0
20-012530,-7.167,29.561,1.23,0.0
20-012531,-29.145,15.737,1.23,0.0
20-012532,-2.506,23.066,1.23,0.0
20-012533,-25.566,10.199,1.23,0.0
20-012534,-12.194,25.858,1.23,0.0
20-012535,-6.082,8.629,1.23,0.0
20-012537,-12.428,20.955,1.23,0.0
20-012540,-22.688,6.252,1.23,0.0
20-012541,-11.871,8.575,1.23,0.0
20-012542,-21.869,26.255,1.23,0.0
20-012543,-16.619,7.293,1.23,0.0
20-012544,-3.213,22.077,1.23,0.0
20-012545,-25.867,12.36,1.23,0.0
20-012546,-4.017,16.359,1.23,0.0
20-012547,-14.076,6.557,1.23,0.0
20-012548,-0.366,9.029,1.23,0.0
20-012549,-26.994,3.158,1.23,0.0
20-012550,-5.858,0.066,1.23,0.0
20-012551,-23.066,23.338,1.23,0.0
20-012552,-16.898,26.835,1.23,0.0
20-012553,-20.082,5.268,1.23,0.0
20-012556,-19.291,17.138,1.23,0.0
20-012557,-12.045,18.171,1.23,0.0
20-012558,-8.978,23.059,1.23,0.0
20-012559,-6.311,22.094,1.23,0.0
20-012560,-22.265,7.902,1.23,0.0
20-012561,-16.764,25.799,1.23,0.0
20-012562,-19.779,13.82,1.23,0.0
20-012563,-25.509,4.746,1.23,0.0
20-012564,-12.64,21.435,1.23,0.0
20-012565,-20.664,0.035,1.23,0.0
20-012566,-0.185,23.064,1.23,0.0
20-012567,-1.876,29.671,1.23,0.0
20-012569,-29.32,9.419,1.23,0.0
20-012570,-8.602,21.28,1.23,0.0
20-012571,-15.259,1.383,1.23,0.0
20-012573,-2.954,20.645,1.23,0.0
20-012574,-22.619,13.78,1.23,0.0
20-012576,-15.231,29.983,1.23,0.0
20-012577,-7.729,6.513,1.23,0.0
20-012578,-20.112,26.923,1.23,0.0
20-012579,-26.125,19.478,1.23,0.0
20-012580,-13.415,18.775,1.23,0.0
20-012581,-29.29,15.183,1.23,0.0
20-012583,-17.061,2.26,1.23,0.0
20-012584,-1.152,19.708,1.23,0.0
20-012585,-1.383,17.982,1.23,0.0
20-012587,-8.466,24.323,1.23,0.0
20-012588,-19.177,3.913,1.23,0.0
20-012589,-17.678,8.622,1.23,0.0
20-012590,-19.85,0.144,1.23,0.0
20-012593,-3.457,0.99,1.23,0.0
20-012597,-0.737,22.663,1.23,0.0
20-012599,-21.034,0.369,1.23,0.0
20-012601,-17.806,25.173,1.23,0.0
20-012603,-8.529,25.027,1.23,0.0
20-012604,-12.209,26.657,1.23,0.0
20-012605,-26.031,1.879,1.23,0.0
20-012606,-26.551,19.76,1.23,0.0
20-012607,-15.779,13.721,1.23,0.0
20-012608,-29.966,19.739,1.23,0.0
20-012611,-10.989,22.285,1.23,0.0
20-012612,-15.985,6.666,1.23,0.0
20-012614,-20.918,6.765,1.23,0.0
20-012615,-14.488,11.722,1.23,0.0
20-012616,-16.195,7.807,1.23,0.0
20-012617,-23.196,19.158,1.23,0.0
20-012618,-26.109,19.48,1.23,0.0
20-012619,-26.534,14.969,1.23,0.0
20-012621,-15.977,11.824,1.23,0.0
20-012622,-27.168,9.441,1.23,0.0
20-012623,-22.669,22.211,1.23,0.0
20-012624,-21.686,4.925,1.23,0.0
20-012625,-26.327,7.356,1.23,0.0
20-012626,-14.854,28.406,1.23,0.0
20-012627,-9.524,27.875,1.23,0.0
20-012628,-1.087,6.594,1.23,0.0
